OBJECTID,GIS_ID,NAME,WEB_URL,EXIT_TO_ST,FEATURECOD,DESCRIPTIO,CAPTUREYEA,LINE,ADDRESS_ID,ADDRESS,Latitude,Longitude,VISITORS
189,mstn_029,NOMA | GALLAUDET U | NEW YORK AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=108,EAST SIDE OF 2ND STREET NE AT INTERSECTION WITH N STREET NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294857,"200 FLORIDA AVENUE NE, WASHINGTON, DC  20002",38.9070253,-77.0031528,17282
190,mstn_031,RHODE ISLAND AVE | BRENTWOOD,http://www.wmata.com/rail/station_detail.cfm?station_id=26,SOUTH SIDE OF RHODE ISLAND AVENUE NE AT RHODE ISLAND PLACE SHOPPING CENTER,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294859,"919 RHODE ISLAND AVENUE NE, WASHINGTON, DC 20018",38.9208202,-76.9959733,8169
191,mstn_033,SMITHSONIAN,http://www.wmata.com/rail/station_detail.cfm?station_id=54,SW CORNER OF INDEPENDENCE AVENUE SW AND 12TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294876,"1200 INDEPENDENCE AVENUE SW, WASHINGTON, DC 20004",38.8875715,-77.0278309,8044
191,mstn_033,SMITHSONIAN,http://www.wmata.com/rail/station_detail.cfm?station_id=54,SW CORNER OF INDEPENDENCE AVENUE SW AND 12TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294876,"1200 INDEPENDENCE AVENUE SW, WASHINGTON, DC 20004",38.8875715,-77.0278309,30005
191,mstn_033,SMITHSONIAN,http://www.wmata.com/rail/station_detail.cfm?station_id=54,SW CORNER OF INDEPENDENCE AVENUE SW AND 12TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294876,"1200 INDEPENDENCE AVENUE SW, WASHINGTON, DC 20004",38.8875715,-77.0278309,22828
192,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SOUTH SIDE OF D STREET SW BETWEEN 6TH STREET SW AND 7TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294875,"400 7TH STREET SW, WASHINGTON, DC 20024",38.8842141,-77.0215121,22558
192,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SOUTH SIDE OF D STREET SW BETWEEN 6TH STREET SW AND 7TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,294875,"400 7TH STREET SW, WASHINGTON, DC 20024",38.8842141,-77.0215121,36895
192,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SOUTH SIDE OF D STREET SW BETWEEN 6TH STREET SW AND 7TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294875,"400 7TH STREET SW, WASHINGTON, DC 20024",38.8842141,-77.0215121,10212
192,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SOUTH SIDE OF D STREET SW BETWEEN 6TH STREET SW AND 7TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294875,"400 7TH STREET SW, WASHINGTON, DC 20024",38.8842141,-77.0215121,19777
192,mstn_022,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SOUTH SIDE OF D STREET SW BETWEEN 6TH STREET SW AND 7TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294875,"400 7TH STREET SW, WASHINGTON, DC 20024",38.8842141,-77.0215121,7333
194,mstn_072,PRINCE GEORGES PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=78,SW CORNER OF EAST-WEST HWY AND BELCREST CENTER DR,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"3575 EAST WEST HIGHWAY, HYATTSVILLE, MD 20782",38.9653276,-76.9563393,11019
195,mstn_063,LANDOVER,http://www.wmata.com/rail/station_detail.cfm?station_id=67,EAST SIDE OF US-50 E,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"3000 PENNSY DRIVE, HYATTSVILLE, MD 20785",38.933506550000004,-76.89125757906534,18133
196,mstn_080,TWINBROOK,http://www.wmata.com/rail/station_detail.cfm?station_id=16,WEST SIDE OF CHAPMAN AVE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"1600 CHAPMAN AVENUE, ROCKVILLE, MD 20852",39.06302435,-77.12211536557753,4412
197,mstn_021,JUDICIARY SQUARE,http://www.wmata.com/rail/station_detail.cfm?station_id=23,NE CORNER OF 4TH STREET NW AND INDIANA AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294829,"435 4TH STREET NW, WASHINGTON, DC 20001",38.895265814077305,-77.0160727336851,81042
202,mstn_033,SMITHSONIAN,http://www.wmata.com/rail/station_detail.cfm?station_id=54,JEFFERSON DRIVE SW BETWEEN 12TH ST SW and 13TH ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294876,"1201 JEFFERSON DRIVE SW, WASHINGTON, DC 20004",38.888731,-77.028106,26515
202,mstn_033,SMITHSONIAN,http://www.wmata.com/rail/station_detail.cfm?station_id=54,JEFFERSON DRIVE SW BETWEEN 12TH ST SW and 13TH ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294876,"1201 JEFFERSON DRIVE SW, WASHINGTON, DC 20004",38.888731,-77.028106,8632
202,mstn_033,SMITHSONIAN,http://www.wmata.com/rail/station_detail.cfm?station_id=54,JEFFERSON DRIVE SW BETWEEN 12TH ST SW and 13TH ST NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294876,"1201 JEFFERSON DRIVE SW, WASHINGTON, DC 20004",38.888731,-77.028106,4380
214,mstn_006,CLEVELAND PARK,http://www.wmata.com/rail/station_detail.cfm?station_id=8,WEST SIDE OF CONNECTICUT AVENUE NW BETWEEN PORTER STREET NW AND ORDWAY STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294817,"3516 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",38.9361146,-77.05912605000695,8522
215,mstn_056,FRIENDSHIP HEIGHTS,http://www.wmata.com/rail/station_detail.cfm?station_id=11,NE SIDE OF WESTERN AVE AND MD-355 S,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"5337 WISCONSIN AVENUE NW, WASHINGTON, DC 20015",38.9602007,-77.0851569,9812
216,mstn_018,FRIENDSHIP HEIGHTS ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=11,WEST SIDE OF WISCONSIN AVENUE NW BETWEEN JENIFER STREET NW AND INGOMAR STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294847,"5250 WISCONSIN AVENUE NW, WASHINGTON, DC 20015",38.95840021052632,-77.0846297368421,3670
218,mstn_015,FEDERAL TRIANGLE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=53,RONALD REAGAN BUILDING - WEST SIDE OF 12TH STREET NW BETWEEN PENNSYLVANIA AVENUE NW AND CONSTITUTION AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294809,"302 12TH STREET NW, WASHINGTON, DC 20004",38.8934583,-77.0280297,4373
218,mstn_015,FEDERAL TRIANGLE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=53,RONALD REAGAN BUILDING - WEST SIDE OF 12TH STREET NW BETWEEN PENNSYLVANIA AVENUE NW AND CONSTITUTION AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294809,"302 12TH STREET NW, WASHINGTON, DC 20004",38.8934583,-77.0280297,16809
218,mstn_015,FEDERAL TRIANGLE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=53,RONALD REAGAN BUILDING - WEST SIDE OF 12TH STREET NW BETWEEN PENNSYLVANIA AVENUE NW AND CONSTITUTION AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294809,"302 12TH STREET NW, WASHINGTON, DC 20004",38.8934583,-77.0280297,46308
220,mstn_006,CLEVELAND PARK,http://www.wmata.com/rail/station_detail.cfm?station_id=8,EAST SIDE OF CONNECTICUT AVENUE NW BETWEEN PORTER STREET NW AND ORDWAY STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294817,"3599 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",38.9359794,-77.05854053761024,6695
222,mstn_064,LARGO TOWN CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=109,WEST SIDE OF LOTTSFORD RD BETWEEN GRAND BLVD AND N HARRY S TRUMAN DR,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"9000 LOTTSFORD ROAD, LARGO, MD 20774",38.9004838,-76.8446482,10127
222,mstn_064,LARGO TOWN CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=109,WEST SIDE OF LOTTSFORD RD BETWEEN GRAND BLVD AND N HARRY S TRUMAN DR,,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,,"9000 LOTTSFORD ROAD, LARGO, MD 20774",38.9004838,-76.8446482,11026
227,mstn_013,FARRAGUT WEST,http://www.wmata.com/rail/station_detail.cfm?station_id=38,SE CORNER OF 17TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,294819,"837 17TH STREET NW, WASHINGTON, DC 20006",38.900657101893145,-77.03933902941748,26098
227,mstn_013,FARRAGUT WEST,http://www.wmata.com/rail/station_detail.cfm?station_id=38,SE CORNER OF 17TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294819,"837 17TH STREET NW, WASHINGTON, DC 20006",38.900657101893145,-77.03933902941748,86122
227,mstn_013,FARRAGUT WEST,http://www.wmata.com/rail/station_detail.cfm?station_id=38,SE CORNER OF 17TH STREET NW AND I STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,294819,"837 17TH STREET NW, WASHINGTON, DC 20006",38.900657101893145,-77.03933902941748,4642
230,mstn_012,FARRAGUT NORTH,http://www.wmata.com/rail/station_detail.cfm?station_id=4,SW CORNER OF L STREET NW AND CONNECTICUT AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294828,"1720 L STREET NW, WASHINGTON, DC 20036",38.903659049999995,-77.04019965,1196
231,mstn_012,FARRAGUT NORTH,http://www.wmata.com/rail/station_detail.cfm?station_id=4,NE CORNER OF L STREET NW AND CONNECTICUT AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294828,"1717 L STREET NW, WASHINGTON, DC 20036",38.903823,-77.039849,5911
